trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.9829362506302315}",20,0,-107.63159715383325,"{0: 9, 1: 6, 2: 3, 3: 1, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.9827518126592768}",20,0,-110.44375576225589,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.9825663919365915}",30,0,-232.40893848581197,"{0: 16, 1: 1, 2: 8, 3: 2, 4: 3}",0
188,False,"{'a': 0.5, 'e': 0.9823799886475959}",25,0,-139.13250374114457,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.9821926029786937}",25,3,-48.102127057406754,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.9820042351172703}",30,0,-119.2663441351209,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
191,False,"{'a': 0.5, 'e': 0.9818148852516937}",25,0,-79.79188038729595,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.9816245535713135}",20,0,-230.94805867482097,"{0: 9, 1: 0, 2: 4, 3: 4, 4: 3}",0
193,False,"{'a': 0.5, 'e': 0.9814332402664617}",20,0,-113.1062447984576,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.9812409455284513}",20,9,-47.211596882031365,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.9810476695495772}",20,0,-124.79783957702179,"{0: 8, 1: 3, 2: 8, 3: 0, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.9808534125231153}",30,0,-128.6497636964781,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.9806581746433226}",25,0,-111.31382472070409,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.9804619561054371}",20,0,-79.33676452667892,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.9802647571056771}",35,0,-210.7874345386606,"{0: 18, 1: 2, 2: 11, 3: 2, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.9800665778412416}",20,0,-208.39135294659607,"{0: 8, 1: 3, 2: 4, 3: 2, 4: 3}",0
201,False,"{'a': 0.5, 'e': 0.97986741851031}",35,0,-131.8636183476229,"{0: 24, 1: 2, 2: 7, 3: 0, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.9796672793120416}",20,1,-109.03935330549655,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 2}",1
203,False,"{'a': 0.5, 'e': 0.9794661604465754}",25,0,-84.01370166089983,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.9792640621150305}",30,20,-36.213731478295465,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
205,False,"{'a': 0.5, 'e': 0.9790609845195051}",20,0,-79.4066449836641,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.9788569278630767}",20,0,-116.63430449463769,"{0: 8, 1: 5, 2: 6, 3: 0, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.978651892349802}",20,0,-103.09153106168323,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.9784458781847165}",25,0,-118.43226214143345,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.9782388855738344}",25,5,-33.957810440622225,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.9780309147241483}",25,0,-137.75499138251914,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
211,False,"{'a': 0.5, 'e': 0.9778219658436289}",30,0,-254.54041407302142,"{0: 12, 1: 3, 2: 11, 3: 1, 4: 3}",0
212,False,"{'a': 0.5, 'e': 0.9776120391412251}",35,0,-181.79043117840976,"{0: 21, 1: 5, 2: 6, 3: 0, 4: 3}",0
213,False,"{'a': 0.5, 'e': 0.9774011348268636}",20,0,-167.69068532112016,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
214,False,"{'a': 0.5, 'e': 0.9771892531114489}",20,0,-122.42118092759966,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
215,False,"{'a': 0.5, 'e': 0.9769763942068623}",25,0,-198.77926273837815,"{0: 8, 1: 6, 2: 6, 3: 4, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.9767625583259631}",25,0,-167.4213011537019,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
217,False,"{'a': 0.5, 'e': 0.976547745682587}",20,0,-171.0538569274597,"{0: 10, 1: 5, 2: 1, 3: 1, 4: 3}",0
218,False,"{'a': 0.5, 'e': 0.9763319564915464}",20,0,-132.9520129721682,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
219,False,"{'a': 0.5, 'e': 0.9761151909686308}",20,9,-47.238620267976145,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.9758974493306055}",35,0,-200.21417627022385,"{0: 21, 1: 2, 2: 8, 3: 1, 4: 3}",0
221,False,"{'a': 0.5, 'e': 0.9756787317952123}",20,0,-232.39456050070095,"{0: 8, 1: 3, 2: 3, 3: 2, 4: 4}",0
222,False,"{'a': 0.5, 'e': 0.9754590385811684}",30,0,-51.56110145202452,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.9752383699081674}",20,0,-131.54937620989799,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
224,False,"{'a': 0.5, 'e': 0.9750167259968777}",35,12,-98.28164884559712,"{0: 15, 1: 4, 2: 0, 3: 3, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.9747941070689433}",25,0,-159.18175261773806,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
226,False,"{'a': 0.5, 'e': 0.974570513346983}",20,0,-17.483913823649214,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.9743459450545906}",25,0,-147.23633616417092,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
228,False,"{'a': 0.5, 'e': 0.9741204024163344}",20,0,-117.0406979968295,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
229,False,"{'a': 0.5, 'e': 0.9738938856577568}",25,0,-61.31580822191198,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.9736663950053749}",30,0,-151.8341125332355,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.9734379306866789}",25,0,-217.59494802118854,"{0: 10, 1: 4, 2: 7, 3: 1, 4: 3}",0
232,False,"{'a': 0.5, 'e': 0.9732084929301336}",25,0,-125.1237616586348,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.9729780819651762}",25,0,-126.51584331075412,"{0: 12, 1: 4, 2: 8, 3: 0, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.9727466980222181}",20,0,-36.949020326911025,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.972514341332643}",25,0,-142.47762258649797,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
236,False,"{'a': 0.5, 'e': 0.9722810121288076}",30,0,-199.74109254435524,"{0: 16, 1: 3, 2: 8, 3: 0, 4: 3}",0
237,False,"{'a': 0.5, 'e': 0.9720467106440411}",20,0,-233.88706743631218,"{0: 6, 1: 4, 2: 4, 3: 3, 4: 3}",0
238,False,"{'a': 0.5, 'e': 0.971811437112645}",25,0,-133.40476769759374,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
239,False,"{'a': 0.5, 'e': 0.9715751917698927}",30,0,-172.70045910800098,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
240,False,"{'a': 0.5, 'e': 0.9713379748520297}",25,0,-188.516299564503,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
241,False,"{'a': 0.5, 'e': 0.9710997865962726}",25,0,-171.52160031679392,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.97086062724081}",20,0,-142.45104852827163,"{0: 8, 1: 4, 2: 5, 3: 2, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.970620497024801}",20,0,-111.16795831521243,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",0
244,False,"{'a': 0.5, 'e': 0.9703793961883759}",20,0,-37.705554151292546,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.9701373249726354}",25,0,-155.34428648361327,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.9698942836196508}",30,0,-225.3242884237248,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 5}",0
247,False,"{'a': 0.5, 'e': 0.9696502723724634}",20,0,-51.53013183061156,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.9694052914750845}",20,0,-74.42025564620323,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.9691593411724948}",20,0,-127.14227426717562,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.9689124217106447}",30,0,-138.58736969075574,"{0: 15, 1: 6, 2: 7, 3: 1, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.9686645333364537}",20,0,-57.07951878263249,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.9684156762978101}",25,0,-114.09543442875074,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.9681658508435709}",20,0,-86.84526337158752,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.9679150572235615}",30,0,-243.5955346828536,"{0: 14, 1: 1, 2: 11, 3: 1, 4: 3}",0
255,False,"{'a': 0.5, 'e': 0.9676632956885756}",25,0,-96.5012398369822,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.9674105664903746}",30,0,-143.00757029958373,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.9671568698816877}",25,3,-83.46320662405161,"{0: 13, 1: 0, 2: 8, 3: 1, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.9669022061162115}",30,0,-208.95342139902766,"{0: 16, 1: 1, 2: 10, 3: 0, 4: 3}",0
259,False,"{'a': 0.5, 'e': 0.9666465754486098}",20,0,-73.48074996658858,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.9663899781345132}",20,0,-75.17193120919278,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.966132414430519}",35,0,-207.81632141706964,"{0: 20, 1: 4, 2: 8, 3: 0, 4: 3}",0
262,False,"{'a': 0.5, 'e': 0.9658738845941909}",30,0,-164.2599660837498,"{0: 16, 1: 6, 2: 5, 3: 1, 4: 2}",0
263,False,"{'a': 0.5, 'e': 0.9656143888840587}",20,0,-178.6039312561553,"{0: 8, 1: 6, 2: 2, 3: 1, 4: 3}",0
264,False,"{'a': 0.5, 'e': 0.965353927559618}",20,0,-166.93056401190535,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
265,False,"{'a': 0.5, 'e': 0.9650925008813303}",25,0,-79.46013271641364,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.9648301091106221}",30,0,-79.70770801068879,"{0: 23, 1: 4, 2: 1, 3: 0, 4: 2}",0
267,False,"{'a': 0.5, 'e': 0.9645667525098851}",25,3,-231.1645878043445,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 4}",1
268,False,"{'a': 0.5, 'e': 0.9643024313424761}",25,0,-260.80170572541533,"{0: 11, 1: 2, 2: 6, 3: 2, 4: 4}",0
269,False,"{'a': 0.5, 'e': 0.964037145872716}",35,2,-235.60299013194012,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 4}",1
270,False,"{'a': 0.5, 'e': 0.9637708963658905}",20,0,-50.1765430296356,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.9635036830882489}",20,0,-122.43492001494235,"{0: 9, 1: 7, 2: 2, 3: 0, 4: 2}",0
272,False,"{'a': 0.5, 'e': 0.9632355063070045}",25,0,-202.59667214611943,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 4}",1
273,False,"{'a': 0.5, 'e': 0.962966366290334}",20,0,-72.15646950795804,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
274,False,"{'a': 0.5, 'e': 0.9626962633073776}",35,0,-187.34897688950718,"{0: 20, 1: 4, 2: 7, 3: 2, 4: 2}",0
275,False,"{'a': 0.5, 'e': 0.962425197628238}",25,0,-77.09660674448126,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.9621531695239809}",20,0,-54.09652840415061,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.9618801792666346}",20,0,-28.96992989048298,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.9616062271291891}",25,8,-107.37727046428643,"{0: 9, 1: 4, 2: 2, 3: 0, 4: 2}",1
279,False,"{'a': 0.5, 'e': 0.9613313133855966}",25,11,-21.11476684032346,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.9610554383107709}",30,0,-124.90819986464261,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.960778602180587}",20,0,-72.20327663954617,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.9605008052718809}",20,0,-94.42132552556698,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.9602220478624496}",20,12,-18.185694795156667,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.9599423302310505}",20,0,-52.47686046608381,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.9596616526574011}",35,0,-232.34505999210992,"{0: 13, 1: 6, 2: 14, 3: 0, 4: 2}",0
286,False,"{'a': 0.5, 'e': 0.959380015422179}",25,0,-109.33926314411647,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.9590974188070215}",30,0,-151.03293875493134,"{0: 20, 1: 2, 2: 2, 3: 5, 4: 1}",0
288,False,"{'a': 0.5, 'e': 0.9588138630945251}",25,0,-142.5307016878873,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
289,False,"{'a': 0.5, 'e': 0.9585293485682455}",30,0,-66.52341397895732,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.9582438755126972}",25,0,-68.56041242765119,"{0: 14, 1: 7, 2: 3, 3: 1, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.9579574442133532}",25,8,-83.02318446866273,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 1}",1
292,False,"{'a': 0.5, 'e': 0.9576700549566448}",20,0,-6.059906820037911,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.9573817080299614}",25,0,-184.99082071976557,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.9570924037216496}",30,0,-242.25715680372545,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 5}",0
295,False,"{'a': 0.5, 'e': 0.9568021423210139}",20,0,-95.1085348914149,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
296,False,"{'a': 0.5, 'e': 0.9565109241183156}",20,0,-87.14881264271693,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.9562187494047729}",25,0,-171.5283162023367,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
298,False,"{'a': 0.5, 'e': 0.9559256184725605}",30,0,-69.021867530056,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.9556315316148093}",35,0,-166.45036767178266,"{0: 23, 1: 5, 2: 3, 3: 1, 4: 3}",0
300,False,"{'a': 0.5, 'e': 0.955336489125606}",25,0,-66.13167292142806,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
301,False,"{'a': 0.5, 'e': 0.9550404912999932}",25,0,-212.136986638764,"{0: 10, 1: 4, 2: 7, 3: 1, 4: 3}",0
302,False,"{'a': 0.5, 'e': 0.9547435384339689}",20,0,-104.2606445495986,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.9544456308244855}",30,18,-24.217365201904055,"{0: 8, 1: 3, 2: 0, 3: 1, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.9541467687694509}",30,0,-202.46905874288237,"{0: 16, 1: 2, 2: 9, 3: 0, 4: 3}",0
305,False,"{'a': 0.5, 'e': 0.9538469525677271}",25,0,-58.43399326512379,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.9535461825191301}",25,0,-86.36125435292173,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.9532444589244301}",20,0,-63.54702410492048,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
308,False,"{'a': 0.5, 'e': 0.9529417820853506}",20,0,-23.208921396804893,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.9526381523045685}",25,0,-81.67436324196163,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.9523335698857134}",30,0,-112.85465929787294,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.9520280351333678}",25,0,-173.3308167079055,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
312,False,"{'a': 0.5, 'e': 0.9517215483530664}",20,0,-116.34286830866783,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.9514141098512959}",20,0,-22.829322311131556,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.951105719935495}",25,0,-20.28339122402396,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.9507963789140532}",25,5,-59.83220645115277,"{0: 13, 1: 6, 2: 0, 3: 0, 4: 1}",1
316,False,"{'a': 0.5, 'e': 0.9504860870963119}",25,0,-109.96025863195501,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
317,False,"{'a': 0.5, 'e': 0.9501748447925626}",20,0,-128.76722388125697,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
318,False,"{'a': 0.5, 'e': 0.9498626523140478}",25,6,-75.00970810094164,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 1}",1
319,False,"{'a': 0.5, 'e': 0.9495495099729597}",25,0,-170.26507566882844,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
320,False,"{'a': 0.5, 'e': 0.9492354180824408}",20,0,-81.03783631926466,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
321,False,"{'a': 0.5, 'e': 0.948920376956583}",35,0,-182.97073929081603,"{0: 21, 1: 4, 2: 7, 3: 0, 4: 3}",0
322,False,"{'a': 0.5, 'e': 0.9486043869104273}",20,0,-101.49503104194706,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
323,False,"{'a': 0.5, 'e': 0.9482874482599637}",20,0,-184.84909199843383,"{0: 9, 1: 1, 2: 5, 3: 3, 4: 2}",0
324,False,"{'a': 0.5, 'e': 0.9479695613221308}",20,0,-142.71648909596297,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
325,False,"{'a': 0.5, 'e': 0.9476507264148157}",30,0,-185.8208079025165,"{0: 16, 1: 5, 2: 6, 3: 0, 4: 3}",0
326,False,"{'a': 0.5, 'e': 0.9473309438568531}",20,0,-142.61921905858748,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
327,False,"{'a': 0.5, 'e': 0.9470102139680256}",20,0,-54.51479648612116,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.9466885370690631}",20,0,-61.62430336664552,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.9463659134816423}",35,0,-75.02400045050928,"{0: 25, 1: 5, 2: 4, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.946042343528387}",25,0,-62.131933215363915,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
331,False,"{'a': 0.5, 'e': 0.9457178275328669}",35,0,-141.17877379021496,"{0: 22, 1: 5, 2: 6, 3: 0, 4: 2}",0
332,False,"{'a': 0.5, 'e': 0.9453923658195982}",25,0,-138.37707735655064,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
333,False,"{'a': 0.5, 'e': 0.9450659587140423}",30,0,-177.043056455275,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 4}",0
334,False,"{'a': 0.5, 'e': 0.9447386065426066}",25,0,-98.07286321416275,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.944410309632643}",25,0,-202.7594884924799,"{0: 10, 1: 4, 2: 7, 3: 2, 4: 2}",0
336,False,"{'a': 0.5, 'e': 0.9440810683124485}",20,0,-66.30656952282914,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
337,False,"{'a': 0.5, 'e': 0.9437508829112643}",20,0,-83.45173897249862,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.9434197537592759}",25,0,-127.55996988740912,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
339,False,"{'a': 0.5, 'e': 0.9430876811876123}",30,0,-173.9237497874811,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 4}",0
340,False,"{'a': 0.5, 'e': 0.9427546655283462}",20,0,-137.6282775585848,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
341,False,"{'a': 0.5, 'e': 0.9424207071144931}",20,0,-70.66456612113173,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.9420858062800114}",20,0,-79.30866286383352,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
343,False,"{'a': 0.5, 'e': 0.941749963359802}",25,0,-239.15724368049328,"{0: 10, 1: 2, 2: 8, 3: 2, 4: 3}",0
344,False,"{'a': 0.5, 'e': 0.9414131786897075}",20,7,-74.4960270928619,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 1}",1
345,False,"{'a': 0.5, 'e': 0.941075452606513}",30,0,-244.33995493068207,"{0: 15, 1: 3, 2: 7, 3: 1, 4: 4}",0
346,False,"{'a': 0.5, 'e': 0.9407367854479443}",30,10,-26.16662150363974,"{0: 14, 1: 5, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.9403971775526684}",25,0,-113.94521361232974,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
348,False,"{'a': 0.5, 'e': 0.9400566292602934}",20,0,7.501176267126876,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.9397151409113674}",20,0,-119.47533254040347,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
350,False,"{'a': 0.5, 'e': 0.9393727128473789}",20,0,-176.14701945556612,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
351,False,"{'a': 0.5, 'e': 0.9390293454107558}",20,0,-67.17966092041962,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
352,False,"{'a': 0.5, 'e': 0.9386850389448655}",20,0,-42.08333831368493,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
353,False,"{'a': 0.5, 'e': 0.9383397937940146}",20,0,-59.449149185647045,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.937993610303448}",25,0,-103.99806867111243,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
355,False,"{'a': 0.5, 'e': 0.9376464888193493}",30,0,-235.93804264017635,"{0: 15, 1: 2, 2: 8, 3: 2, 4: 3}",0
356,False,"{'a': 0.5, 'e': 0.9372984296888399}",25,0,-146.1114898998889,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
357,False,"{'a': 0.5, 'e': 0.9369494332599789}",30,0,-142.45266518088303,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 1}",0
358,False,"{'a': 0.5, 'e': 0.9365994998817627}",35,0,-85.95375677761403,"{0: 25, 1: 2, 2: 6, 3: 2, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.9362486299041247}",20,0,-54.53072592902532,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
360,False,"{'a': 0.5, 'e': 0.9358968236779348}",30,0,-80.1145865462533,"{0: 17, 1: 7, 2: 5, 3: 1, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.9355440815549994}",20,0,-162.61805279747932,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
362,False,"{'a': 0.5, 'e': 0.9351904038880602}",20,0,-72.90231191013014,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.9348357910307951}",20,0,-185.6815991857988,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
364,False,"{'a': 0.5, 'e': 0.9344802433378168}",25,5,-99.41476371271474,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",1
365,False,"{'a': 0.5, 'e': 0.9341237611646731}",30,0,-180.05949990840804,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
366,False,"{'a': 0.5, 'e': 0.933766344867846}",20,0,-40.98134568959972,"{0: 12, 1: 6, 2: 1, 3: 1, 4: 0}",0
367,False,"{'a': 0.5, 'e': 0.933407994804752}",20,0,-141.6112215124934,"{0: 11, 1: 1, 2: 3, 3: 4, 4: 1}",0
368,False,"{'a': 0.5, 'e': 0.9330487113337409}",30,0,-118.24747923260549,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
